Song-Name,Singer/Artists,Genre,Album/Movie,User-Rating
Dhoom Dhadakka,"Antara Mitra, Shahid Mallya",Bollywood Dance,Namaste England,9.1
Lovely,"Fateh, Kanika Kapoor, Miraya Varma, Ravindra Upadhyay",Bollywood Dance,Happy New Year,9.3
Mohabbat Nasha Hai,"Neha Kakkar, Tony Kakkar",Bollywood Sad,Hate Story 4,9.4
Chal Wahan Jaate Hain,Arijit Singh,Bollywood Romantic,Heropanti,9.3
Ishq De Fanniyar,Jyotica Tangri,Bollywood Romantic,Fukrey Returns,9.6
Palat Tera Hero Idhar Hai,Arijit Singh,Bollywood Dance Romantic,Main Tera Hero,8.8
Tab Bhi Tu,Rahat Fateh Ali Khan,Bollywood Sad,October,9.6
Yeh Ladka Hai Allah,"Alka Yadnik, Udit Narayan",Bollywood Dance,Kabhi Khushi Kabhie Gham,9.1
Tujhe Yaad Na Meri Aayee,"Alka Yagnik, Manpreet Akhtar, Udit Narayan",Bollywood Sad,Kuch Kuch Hota Hai,8.8
Jalte Diye,"Anwesshaa, Harshdeep Kaur, Shabab Sabri, Vineet Singh",Bollywood Romantic,Prem Ratan Dhan Payo,8.8
Zindagi Bana Loon,Palak Muchhal,Bollywood Romantic,Sweetiee Weds NRI,9.4
Humnava,Papon,Bollywood Sad,Hamari Adhuri Kahani,9.4
Galliyan,Ankit Tiwari,Bollywood Romantic,Ek Villain,9.4
Tere Chehre Mein Woh Jaadu Hai,Kishore Kumar,Bollywood Romantic,Dharmatma,8.1
Golmaal Again Title Track,"Aditi Singh Sharma, Brijesh Shandilya",Bollywood Dance,Golmaal Again,9.0
Suno Ganpati Bappa Morya,Amit Mishra,Bollywood Dance,Judwaa 2,8.5
Dil Dene Ki Ruth,"Alka Yagnik, Vinod Rathod",Bollywood Dance,Prem Granth,7.5
Soch Na Sake,"Amaal Mallik, Arijit Singh, Tulsi Kumar",Bollywood Romantic,Airlift,9.3
Tu Meri,Vishal Dadlani,Bollywood Dance Romantic,Bang bang,9.5
Baby Ko Bass Pasand Hai,"Badshah, Ishita, Shalmali Kholgade, Vishal Dadlani",Bollywood Dance,Sultan,7.9
Daddy Mummy,"Devi Sri Prasad, M. M. Manasi",Bollywood Dance,Bhaag Johnny,9.0
Dekha Hazaro Dafaa,"Arijit Singh, Palak Muchhal",Bollywood Romantic,Rustom,9.6
Khatar Patar,Papon,Bollywood Dance,Sui Dhaaga,9.4
Tu Mera Bhai Nahi Hai,"Gandhharv Sachdeav, Raftaar",Bollywood,Fukrey Returns,9.5
Party With The Bhoothnath,Yo Yo Honey Singh,Bollywood Dance,Bhoothnath Returns,9.0
Hasi,Ami Mishra,Bollywood Romantic Sad,Hamari Adhuri Kahani,9.5
Good Man Di Laaltein,"Sukhwinder Singh, Sunidhi Chauhan",Bollywood Dance,Soorma,9.5
Kaabil Hoon,"Jubin Nautiyal, Palak Muchhal",Bollywood Romantic,Kaabil,8.8
Manali Trance,"Neha Kakkar, Yo Yo Honey Singh",Bollywood Dance,The Shaukeens,9.4
Main Teri Dushman Dushman Tu,Lata Mangeshkar,Bollywood Dance,Nagina,7.3
Hafiz Hafiz,Mohit Chauhan,Bollywood Romantic,Laila Majnu,9.4
Tere Jaisa Yaar Kahan,Kishore Kumar,Bollywood,Yaarana,9.1
Daryaa,"Ammy Virk, Shahid Mallya",Bollywood Sad,Manmarziyaan,9.6
Chota Sa Fasana,Arijit Singh,Bollywood,Karwaan,9.7
Main Adhoora,"Aakanksha Sharma, Yasser Desai",Bollywood Sad,Beiimaan Love,8.8
Aao Raja,"Neha Kakkar, Yo Yo Honey Singh",Bollywood Dance,Gabbar Is Back,9.1
Haseeno Ka Deewana,"Payal Dev, Raftaar",Bollywood Dance,Kaabil,9.1
Swag,"Brijesh Shandaliya, Pranaay",Bollywood Dance,Munna Michael,9.1
Ki Kariye Nachna Aaonda Nahin,"Hardy Sandhu, Neha Kakkar, Raftaar",Bollywood Dance,Tum Bin 2,9.0
Neele Neele Ambar par,Kishore Kumar,Bollywood Dance,Kalaakaar,9.3
Choli Ke Peeche Kya Hai (Female),"Alka Yagnik, Vinod Rathod",Bollywood Dance,Khal Nayak,8.7
Kitna Haseen Chehra,Kumar Sanu,Bollywood Romantic,Dilwale,8.2
Girl I Need You,"Arijit Singh, Roach Killa",Bollywood Romantic,Baaghi,9.3
Sanam Teri Kasam,Ankit Tiwari,Bollywood Romantic,Sanam Teri Kasam,9.3
Kisi Din Banoongi Main,"Alka Yagnik, Udit Narayan",Bollywood Dance,Raja,8.4
Laaj Sharam,"Divya Kumar, Enbee, Jasleen Royal",Bollywood,Veere Di Wedding,9.0
Badan Pe Sitaare,Sonu Nigam,Bollywood Dance Romantic,Fanney Khan,9.3
Menu Kehn De,Himesh Reshammiya,Bollywood Sad,Aap Se Mausiiquii,8.9
Bekhudi,"Aditi Singh Sharma, Darshan Raval",Bollywood Romantic,Teraa Surroor,9.0
Kun Faya Kun,"A.R. Rahman, Javed Ali, Mohit Chauhan",Bollywood Dance,Rockstar,9.4
Balam Pichkari,"Shalmali Kholgade, Vishal Dadlani",Bollywood Dance,Yeh Jawaani Hai Deewani,9.1
Tinka Tinka Dil Mera,Rahat Fateh Ali Khan,Bollywood Sad,Tubelight,9.4
Jaana Ve,Arijit Singh,Bollywood Romantic,Aksar 2,9.3
Shubh Din,"Keerthi Sagathia, Yotica Tangri",Bollywood,Parmanu The Story of Pokhran,9.6
The Disco Song,"Benny Dayal, Nazia Hassan, Sunidhi Chauhan",Bollywood Dance,Student of the Year,9.1
Nagada Sang Dhol,"Osman Mir, Shreya Ghoshal",Bollywood Dance,Goliyon Ki Rasleela Ram-leela,9.0
Tune Mari Entriyaan,"Bappi Lahiri, K.K., Neeti Mohan, Vishal Dadlani",Bollywood Dance,Gunday,8.9
Ijazat,"Arijit Singh, Meet Bros",Bollywood Romantic Sensual,One Night Stand,8.5
Tujhse Naaraz Nahi Zindagi,Anup Ghoshal,Bollywood Sad,Masoom,9.2
Pyar Kabhi Kam Nahi Karna,"Asha Bhosle, Bappi Lahiri",Bollywood Romantic,Prem Pratigyaa,8.2
Chikni Chameli,Shreya Ghoshal,Bollywood Dance,Agneepath,9.2
Zaroorat,Mustafa Zahid,Bollywood Sad,Ek Villain,9.4
Bang Bang,"Benny Dayal, Neeti Mohan",Bollywood Dance,Bang bang,9.3
Bulleya,Papon,Bollywood Romantic,Sultan,9.4
Barso Re,Shreya Ghoshal,Bollywood Dance,Guru,9.3
Manwa Laage,"Arijit Singh, Shreya Ghoshal",Bollywood Romantic,Happy New Year,9.3
The Google Song,"Amaal Mallik, Armaan Malik, Neeti Mohan, Sonu Nigam, Tulsi Kumar",Bollywood Dance,Mubarakan,9.1
Ek Mulaqat,Jubin Nautiyal,Bollywood Romantic Sad,Sonali Cable,9.3
Suraj Hua Maddham,"Alka Yagnik, Sonu Nigam",Bollywood,Kabhi Khushi Kabhie Gham,9.2
Aa Toh Sahii,"Meet Bros, Neha Kakkar",Bollywood Dance,Judwaa 2,9.2
Nazm Nazm,Arko,Bollywood Romantic,Bareilly Ki Barfi,9.6
Teri Ore,"Rahat Fateh Ali Khan, Shreya Ghoshal",Bollywood Romantic,Singh Is Kinng,9.4
Toota Jo Kabhi Tara,"Atif Aslam, Sumedha Karmahe",Bollywood Sad,A Flying Jatt,9.3
Say “Shava Shava”,"Aadesh, Alka Yagnik, Amitabh Bachchan, Sudesh Bhosle, Sunidhi Chauhan",Bollywood Dance,Kabhi Khushi Kabhie Gham,9.1
Sunn Raha Hai (Male),Ankit Tiwari,Bollywood Sad,Aashqui 2,9.3
Tu Banja Gali Benaras Ki,Asit Tripathy,Bollywood Romantic,Shaadi Mein Zaroor Aana,9.6
Khuda Bhi,Mohit Chauhan,Bollywood Romantic,Ek Paheli Leela,9.1
Chaar Botal Vodka,Yo Yo Honey Singh,Bollywood Dance,Ragini MMS 2,8.8
Chaar Botal Vodka,Yo Yo Honey Singh,Bollywood Dance,Ragini MMS 2,8.8
Selfie Le Le Re,"Badshah, Nakash Aziz, Pritam, Vishal Dadlani",Bollywood Dance,Bajrangi Bhaijaan,8.8
India Wale,"K.K., Neeti Mohan, Shankar Mahadevan, Vishal Dadlani",Bollywood Dance,Happy New Year,9.1
Kudi Gujarat Di,"Akasa Singh, Jasbir Jassi, Sonia Sharma",Bollywood Dance,Sweetiee Weds NRI,9.3
Lag Ja Gale,Rahat Fateh Ali Khan,Bollywood Romantic,Bhoomi,9.5
O O Jaane Jaana,Kamaal khan,Bollywood Dance,Pyaar Kiya To Darna Kya,9.3
Fevicol Se,"Keerthi Sagathia, Mamta Sharma, Shadab Faridi, Uvie, Wajid",Bollywood Dance,Dabangg 2,8.8
Tishnagi,"Dev Negi, Sunidhi Chauhan",Bollywood Sensual,Tishnagi,8.8
Saiyaara,"Mohit Chauhan, Tarannum Malik",Bollywood Sad,Ek Tha Tiger,9.2
Jab Mehndi Lag Lag Jaave,"Shreya Ghoshal, Sonu Nigam",Bollywood Dance,Singh Saab The Great,8.7
Tu Jo Mila,K.K.,Bollywood,Bajrangi Bhaijaan,9.4
Baarish (Atif Aslam),Atif Aslam,Bollywood Romantic,Half Girlfriend,9.3
Akkad Bakkad,"Badshah, Neha Kakkar",Bollywood Dance,Sanam Re,9.1
Tum Ho Toh Lagta Hai,Shaan,Bollywood Romantic,Dil Juunglee,9.7
Kya Khoob Lagti Ho,"Kanchan, Mukesh",Bollywood Romantic,Dharmatma,8.6
Saturday,"Akriti Kakar, Badshah, Indeep Bakshi",Bollywood Dance,Humpty Sharma Ki Dulhania,9.1
Dard Karaara,"Kumar Sanu, Sadhana Sargam",Bollywood Romantic,Dum Laga Ke Haisha,8.9
Akhiyaan Milaoon Kabhi,"Alka Yagnik, Udit Narayan",Bollywood Dance,Raja,9.0
Mere Humsafar,"Mithoon, Tulsi Kumar",Bollywood Sad,All is Well,9.2
Hangover,"Anjjan, Meet Bros, Salman Khan, Shreya Ghoshal",Bollywood Romantic,Kick,9.1
Mind Blowing,Mika Singh,Bollywood Dance,Veerey Ki Wedding,9.1
Jaaneman Aah,"Aaman Trikha, Antara Mitra",Bollywood Dance,Dishoom,9.1
Dangal,Daler Mehndi,Bollywood Motivational,Dangal,9.1
Jag Ghoomeya (Female),Neha Bhasin,Bollywood Romantic,Sultan,9.1
Madamiyan,"Mamta Sharma, Mika Singh",Bollywood Dance,Tevar,9.1
Hum Nahi Sudhrenge,Armaan Malik,Bollywood Dance,Golmaal Again,8.8
Aye Watan Tere Liye,"Kavita Krishnamurthy, Mohammad Aziz",Bollywood Patriotic,Karma,8.8
Tu Hai,"A.R. Rahman, Sanah Moidutty",Bollywood Romantic,Mohenjo Daro,9.4
Likhne Wale Ne Likh Dale,"Lata Mangeshkar, Suresh Wadkar",Bollywood Dance,Arpan,7.7
Duniya Bananewale,Mukesh,Bollywood Sad,Teesri Kasam,8.4
Bum Bum Bole,Shaan,Bollywood Dance,Taare Zameen Par,7.4
Hans Mat Pagli,"Shreya Ghoshal, Sonu Nigam",Bollywood Romantic,Toilet Ek Prem Katha,9.3
Butterfly,"Aaman Trikha, Dev Negi, Jyoti Nooran, Sultana Nooran, Sunidhi Chauhan",Bollywood Dance,Jab Harry Met Sejal,9.1
Nayak Nahi Khalnayak Hoon Main,"Kavita Krishnamurthy, Vinod Rathod",Bollywood Dance,Khal Nayak,8.7
Saree Ke Fall Sa,"Antara Mitra, Nakash Aziz",Bollywood Dance,R... Rajkumar,8.9
Galla Goriyan – Aaja Soniye,"Kanika Kapoor, Mika Singh",Bollywood Dance,Baa Baa Black Sheep,9.3
Mubarakan Title Song,"Badshah, Juggy D, Sukriti Kakar, Yash Narvekar",Bollywood Dance,Mubarakan,9.4
Nachdi Phira,Meghna Mishra,Bollywood Sad,Secret Superstar,9.6
Maula Mere Maula,Roop Kumar Rathod,Bollywood Romantic,Anwar,9.4
Raah Mein Unse Mulaqat,"Alka Yagnik, Kumar Sanu",Bollywood Romantic,Vijaypath,8.7
Resham Ka Rumaal,"Sonia Sharma, Toshi Sabri",Bollywood Dance,Great Grand Masti,9.0
Twist Kamariya,"Altamash Faridi, Harshdeep Kaur, Tanishk Baagchi, Yasser Desai",Bollywood Dance,Bareilly Ki Bafi,9.1
Ram Chahe Leela,Bhoomi Trivedi,Bollywood Dance,Ramleela,9.1
Ram Chahe Leela,Bhoomi Trivedi,Bollywood Dance,Goliyon Ki Rasleela Ram-leela,9.1
Kukkad Kamaal Da,"Marianne, Nisha Mascarenhas, Shahid Mallya",Bollywood Dance,Student of the Year,9.4
Aa Jao Na,"Arijit Singh, Shashwat Sachdev",Bollywood Sad,Veere Di Wedding,9.4
Banjaara,"Mohammed Irfan, Shashaa Tirupati",Bollywood Romantic,Ek Villain,9.5
Radha Kaise Na Jale,"Asha Bhosle, Udit Narayan",Bollywood Dance Romantic,Lagaan,9.2
Bewajah,Himesh Reshammiya,Bollywood Sad,Sanam Teri Kasam,9.3
London Thumakda,"Labh Janjua, Neha Kakkar, Sonu Kakkar",Bollywood Dance,Queen,8.9
Aashiq Banaya Aapne,"Himesh Reshammiya, Shreya Ghoshal",Bollywood Sensual,Aashiq Banaya Aapne,8.4
Kheench Meri Photo,"Akasa Singh, Darshan Raval, Neeti Mohan",Bollywood Dance,Sanam Teri Kasam,9.0
Aayega Maza Ab Barsaat Ka,"Alka Yagnik, Babul Supriyo",Bollywood Romantic,Andaaz,8.5
Bewafa Beauty,Pawni Pandey,Bollywood,Black Mail,8.7
Birthday Bash,"Alfaaz, Yo Yo Honey Singh",Bollywood Dance,Dilliwaali Zaalim Girlfriend,9.2
Jumme Ki Raat,"Mika Singh, Palak Muchhal",Bollywood Dance,Kick,8.7
Jab Koi Baat Bigad Jaye,"Kumar Sanu, Sadhna Sargam",Bollywood Romantic,Jurm,9.0
Tera Hone Laga Hoon,"Alisha Chinai, Atif Aslam",Bollywood Romantic,Ajab Prem Ki Ghazab Kahani,9.4
Sheila Ki Jawani,"Sunidhi Chauhan, Vishal Dadlani",Bollywood Dance,Tees Maar Khan,9.2
Uff,"Benny Dayal, Harshdeep Kaur",Bollywood Dance,Bang bang,9.5
Sunny Sunny,Yo Yo Honey Singh,Bollywood Dance,Yaariyan,8.7
Ghagra,"Rehka Bharadwaj, Vishal Dadlani",Bollywood Dance,Yeh Jawaani Hai Deewani,9.2
Paani Wala Dance,"Arko, Ikka, Shraddha Pandit",Bollywood Dance,Kuch Kuch Locha Hai,8.4
Dola Re Dola,"K.K., Kavita Krishnamurthy, Shreya Ghoshal",Bollywood Dance,Devdas,8.9
Jab Tum Chaho,"Darshan Raval, Mohammed Irfan, Palak Muchhal",Bollywood Dance,Prem Ratan Dhan Payo,8.2
Tere Bina Zindagi Se Koi Shikwa To Nahin,"Kishore Kumar, Lata Mangeshkar",Bollywood Sad,Aandhi,8.9
Mujhe Ek Pal Chain,"Alka Yagnik, Hariharan, Jaswinder Narula",Bollywood Dance,Judaai,8.6
Kuch Iss Tarah,Arnab Dutta,Bollywood Sad,1921,9.6
Gazab Ka Hai Din,"Jubin Nautiyal, Prakriti Kakkar",Bollywood Romantic,Dil Juunglee,9.7
Tu Jaane Na,Atif Aslam,Bollywood Romantic,Ajab Prem Ki Ghazab Kahani,9.4
Tumne Agar Pyar Se – Female,Alka Yagnik,Bollywood Dance,Raja,8.3
Stay A Little Longer,Anushka Shahaney,Bollywood Sad,Half Girlfriend,9.5
Badtameez Dil,Benny Dayal,Bollywood Dance,Yeh Jawaani Hai Deewani,9.3
Chand Sifarish,"Kailash Kher, Shaan",Bollywood Romantic,Fanaa,9.2
Is Pyar Se Meri Taraf Na Dekho,"Alka Yagnik, Kumar Sanu",Bollywood Romantic,Chamatkar,8.8
Aaj Unse Milna Hai,Shaan,Bollywood Dance Romantic,Prem Ratan Dhan Payo,7.9
Tere Bin Nahi Laage,Uzair Jaswal,Bollywood Romantic Sad,Ek Paheli Leela,9.3
Yaar Na Miley,"Jasmine Sandlas, Yo Yo Honey Singh",Bollywood Dance,Kick,8.9
Main Rang Sharbaton Ka,Atif Aslam,Bollywood Romantic,Phata Poster Nikhla Hero,9.4
Raazi Title Track,Arijit Singh,Bollywood Motivational,Raazi,9.4
Hum Tumhe Chahte Hai Aise,"Anand Kumar C, Kanchan, Manhar Udhas",Bollywood Romantic,Qurbani,8.2
Ittefaq Se Raat Baaki,"Jubin Nautiyal, Nikhita Gandhi",Bollywood Dance,Ittefaq,9.2
Oye Oye,"Aditi Singh Sharma, Armaan Malik",Bollywood Dance,Azhar,9.0
Sooraj Dooba Hai,"Adit Singh Sharma, Arijit Singh",Bollywood Dance,Roy,9.3
Will You Marry me,"Divya Kumar, Jonita Gandhi",Bollywood Dance,Bhoomi,8.9
Tera Hoke Rahoon,Arijit Singh,Bollywood Romantic,Behen Hogi Teri,9.6
Aa Re Pritam Pyaare,"Mamta Sharma, Sarosh Sami",Bollywood Dance,Rowdy Rathore,9.2
Mehboob Mere Mehboob Mere,"Lata Mangeshkar, Mukesh",Bollywood Romantic,Pathar Ke Sanam,7.9
Dil Mein Chhupa Loonga,"Armaan Malik, Meet Bros, Tulsi Kumar",Bollywood Romantic Sensual,Wajah Tum Ho,8.6
Dance Basanti,"Anushka Manchanda, Vishal Dadlani",Bollywood Dance,Ungli,9.2
Teri Meri Prem Kahani,"Rahat Fateh Ali Khan, Shreya Ghoshal",Bollywood Sad,Bodyguard,9.2
Lungi Dance,Yo Yo Honey Singh,Bollywood Dance,Chennai Express,8.5
Jeena Jeena,Atif Aslam,Bollywood Romantic Sad,Badlapur,9.3
Thare Vaaste,Divya Kumar,Bollywood Patriotic,Parmanu The Story of Pokhran,9.6
Maine Socha Ke Chura Loon,"Arijit Singh, Shreya Ghoshal",Bollywood Romantic,Phir Se,9.6
Mar Gaye,"Manj Musik, Nindy Kaur",Bollywood Dance,Beiimaan Love,9.4
Cutiepie,"Nakash Aziz, Pardeep Singh Sran",Bollywood Dance,Ae Dil Hai Mushkil,9.1
Lipstick Laga Ke,"Payal Dev, Shaan",Bollywood Dance,Great Grand Masti,9.2
Laila,"Anand Raaj Anand, Mika Singh, Sunidhi Chauhan",Bollywood Dance,Shootout at Wadala,8.8
Tu Mera Hero,"Mika, Shefali Alvaris",Bollywood Dance,Desi Boyz,9.1
A Flying Jatt,"Mansheel Gujral, Raftaar, Tanishkaa",Bollywood Dance,A Flying Jatt,8.2
World Dance Medley,"K.K., Neeti Mohan, Shankar Mahadevan, Sukhwinder Singh, Vishal Dadlani",Bollywood Dance Romantic,Happy New Year,9.4
Qayamat,"Alka Yagnik, Sukhwinder Singh",Bollywood Dance,Deewane,8.6
Matargashti,Mohit Chauhan,Bollywood Dance,Tamasha,9.2
Pehla Nasha Once Again,"Jubin Nautiyal, Palak Muchhal",Bollywood Romantic,Yoodlee film – Kuchh Bheege Alfaaz,9.5
Raj Karega Khalsa,"Daler Mehndi, Navraj Hans",Bollywood Motivational,A Flying Jatt,8.4
Punjabi Wedding Song,"Benny Dayal, Sunidhi Chauhan",Bollywood Dance,Hasee Toh Phasee,9.3
Rabba Ishq Na Hove,"Alka Yagnik, Kailash Kher, Sapna Mukherjee, Sonu Nigam",Bollywood Sad,Andaaz,7.9
Tumhi Ho Bandhu,"Kavita Seth, Neeraj Shridhar",Bollywood Dance,Cocktail,9.2
Saans,"Mohit Chauhan, Shreya Ghoshal",Bollywood Romantic,Jab Tak Hai Jaan,9.1
Besharmi Ki Height,"Benny Dayal, Shalmali Kholgade",Bollywood Dance,Main Tera Hero,9.2
Mere Rashke Qamar,Tulsi Kumar,Bollywood Dance Sad,Baadshaho,9.1
Besabriyaan,Armaan Malik,Bollywood,M.S. Dhoni,9.5
Tu Hai Ki Nahin,Ankit Tiwari,Bollywood Sad,Roy,9.4
Aaj Ki Party,Mika Singh,Bollywood Dance,Bajrangi Bhaijaan,8.8
Saaton Janam Main Tere,"Alka Yagnik, Kumar Sanu",Bollywood Romantic,Dilwale,8.3
Allah Kare Dil Na Lage,"Alka Yagnik, Sonu Nigam",Bollywood Romantic,Andaaz,8.4
Ye Jo Teri Paylon Ki,"Abhijeet, Sadhana Sargam",Bollywood Dance,Masoom,9.0
Tum,Atif Aslam,Bollywood Romantic,Laila Majnu,9.7
Radha Nachegi,"Danish Sabri, Ritu Pathak, Shabab Sabri",Bollywood Dance,Tevar,8.7
Itni Si Baat Hai,"Antara Mitra, Arijit Singh",Bollywood Romantic,Azhar,9.5
Laagi Na Choote,"Arijit Singh, Shreya Ghoshal",Bollywood Romantic,A Gentleman,9.3
Sab Tera,"Armaan Malik, Shraddha Kapoor",Bollywood Romantic,Baaghi,9.3
Mashallah,"Shreya Ghoshal, Wajid",Bollywood Dance,Ek Tha Tiger,9.2
Taaron Ka Chamakta,"Bali Brahambhatt, Udit Narayan",Bollywood Dance,Hum Tumhare Hain Sanam,8.5
Sau Tarah Ke,"Amit Mishra, Jonita Gandhi",Bollywood Dance,Dishoom,9.3
Gulabi Aankhen,Mohammed Rafi,Bollywood Dance Romantic,The Train,9.3
Gulaabo,"Anusha Mani, Vishal Dadlani",Bollywood Dance,Shaandaar,9.2
Ya Ali,Zubeen Garg,Bollywood Sad,Gangster,9.2
Lahu Munh Lag Gaya,Shail Hada,Bollywood Dance,Goliyon Ki Rasleela Ram-leela,9.2
Yeh Kasoor Mera Hai,Sonu Kakkar,Bollywood Romantic Sad Sensual,Jism 2,7.8
Shanivaar Raati,"Arijit Singh, Shalmali Kholgade",Bollywood Dance,Main Tera Hero,8.8
Tere Dil Mein,Armaan Malik,Bollywood Sad,Commando 2,9.4
Jab Haal E Dil Tumse Kehne Ko,Alka Yagnik,Bollywood Dance,Salaami,8.7
Tattad Tattad,Aditya Narayan,Bollywood Dance,Goliyon Ki Rasleela Ram-leela,9.0
Mohe Rang Do Laal,"Pandit Birju Maharaj, Shreya Ghoshal",Bollywood Romantic,Bajirao Mastani,9.4
Ek Haseena Thi,"Himesh Reshammiya, Shreya Ghoshal",Bollywood Dance,Karzzzz,8.7
Kahin Pyaar Na Ho Jaye,"Alka Yagnik, Kumar Sanu",Bollywood Romantic,Kahin Pyaar Na Ho Jaye,8.4
Ek Do Teen,Alka Yagnik,Bollywood Dance,Tezaab,8.7
Maahi Ve,"Sadhana Sargam, Shankar Mahadevan, Sonu Nigam, Udit Narayan",Bollywood Dance,Kal Ho Naa Ho,9.5
Tere Mere,Armaan Malik,Bollywood Sad,Chef,9.7
Allah Maaf Kare,"Shilpa Rao, Sonu Nigam",Bollywood Dance Romantic,Desi Boyz,9.3
Le Le Maza Le,"Hrishikesh Kamerkar, Nikita Nigam, Soumya Raoh, Suzanne D'Mello",Bollywood Dance,Wanted,9.0
Jaa Sajna Tujhko Bhula,"Alka Yagnik, Udit Narayan",Bollywood Sad,Raja,8.0
Nazar Se Nazar Mile,Rahat Fateh Ali Khan,Bollywood Romantic,Bollywood HeightsMiley Naa Miley Hum,9.2
Gandi Baat,"Kalpana Patowary, Mika Singh",Bollywood Dance,R... Rajkumar,8.6
Sarphiri,"Babul Supriyo, Shreya Ghoshal",Bollywood Romantic,Laila Majnu,9.6
Mere Sapno Ki Rani,Kishore Kumar,Bollywood Dance Romantic,Aradhana,9.1
Dum Dum,"Benny Dayal, Himani Kapoor",Bollywood Dance,Band Baaja Baaraat,9.3
Sari Duniya Ka Boj,Shabbir Kumar,Bollywood Dance,Coolie,7.9
Pink Lips,"Anjjan, Khushhboo Grewal, Meet Bros",Bollywood Dance,Hate Story 2,8.7
Pee Loon,Mohit Chauhan,Bollywood Romance,Once Upon A Time In Mumbai,9.3
Khali Khali Dil,"Armaan Malik, Payal Dev",Bollywood Romantic,Tera Intezaar,9.0
Hare Krishna Hare Ram,"Armaan Malik, Ritika",Bollywood Dance,Commando 2,8.8
Single Rehne De,"Divya Kumar, Shalmali Kholgade",Bollywood Dance,Simran,9.0
Jhak Maar Ke,"Harshdeep Kaur, Neeraj Shridhar",Bollywood Dance,Desi Boyz,9.3
Naa Jaane,"Anushka Manchanda, Neeraj Shridhar",Bollywood Dance,I Me Aur Main,9.3
Party On My Mind,"K.K., Shefali Alvares, Yo Yo Honey Singh",Bollywood Dance,Race 2,9.3
Kajra Re,"Alisha Chinai, Javed Ali, Shankar Mahadevan",Bollywood Dance,Bunty Aur Babli,9.2
Likhe Jo Khat Tujhe,Mohammed Rafi,Bollywood Dance,Kanyadaan,9.2
Jhanjariya,Abhijeet,Bollywood Dance,Krishna,9.0
O Saathi Re Tere Bina,"Anjaan, Kishore Kumar",Bollywood Sad,Muqaddar Ka Sikandar,8.4
Tare Hain Barati,"Jaspinder Narula, Kumar Sanu",Bollywood Dance,Virasat,8.9
Tu Zaroorat Nahi Tu Zaroori Hai,"Gandharv Sachdev, Shreya Ghoshal",Bollywood Sad,Fuddu,9.0
Iski Uski,"Akriti Kakar, Shahid Mallya",Bollywood Dance,2 States,9.1
Chote Chote Bhaiyon Ke Bade Bhaiya,"Kavita Krishnamurthy, Kumar Sanu, Udit Narayan",Bollywood Dance,Hum Saath-Saath Hain,8.1
Saiyaan Superstar,Tulsi Kumar,Bollywood Dance,Ek Paheli Leela,8.9
Every Night & Day,"Himesh Reshammiya, Iulia Vantur",Bollywood Dance,Aap Se Mausiiquii,9.4
Photocopy,"Himesh Reshammiya, Keerthi Sagathia, Palak Muchhal",Bollywood Dance,Jai Ho,8.7
Dil Tu Hi Bataa,"Alisha Chinai, Zubeen Garg",Bollywood Romantic,Krrish 3,8.5
Beech Beech Mein,"Arijit Singh, Shalmali Kholgade, Shefali Alvares",Bollywood Dance,Jab Harry Met Sejal,9.2
Aakhon Aakhon,Yo Yo Honey Singh,Bollywood Dance,Bhaag Johnny,9.4
Kabhi Alvida Naa Kehna Title Track,"Alka Yagnik, Sonu Nigam",Bollywood Romantic Sad,Kabhi Alvida Naa Kehna,9.4
All Izz Well,"Shaan, Sonu Nigam, Swanand Kirkire",Bollywood Dance,3 Idiots,8.1
Chandralekha,"Jonita Gandhi, Vishal Dadlani",Bollywood Dance,A Gentleman,9.2
Mitwa,"Caralisa Monteiro, Shafqat Amanat Ali, Shankar Ehsaan Loy, Shankar Mahadevan",Bollywood Dance,Kabhi Alvida Naa Kehna,9.5
Baat Ban Jaaye,"Priya Saraiya, Siddharth Basrur",Bollywood Dance Romantic,A Gentleman,8.8
Oye Hichki,Harshdeep Kaur,Bollywood Dance,Hichki,8.7
Ang Laga De,"Aditi Paul, Shail Hada",Bollywood Romantic Sensual,Goliyon Ki Rasleela Ram-leela,9.0
Lagdi Hai Thaai,"Guru Randhawa, Jonita Gandhi",Bollywood Dance,Simran,9.2
Ishq Chadha Hai,Darshan Raval,Bollywood Romantic,Single,9.7
Bandeya,Arijit Singh,Bollywood Sad,Dil Juunglee,9.6
Love Mera Hit Hit,"Neeraj Shridhar, Tulsi Kumar",Bollywood Dance,Billu,9.3
Ishq Da Sutta,"Jasmine Sandlas, Meet Bros",Bollywood Dance,One Night Stand,9.0
Zindagi Kuch Toh Bata,Jubin Nautiyal,Bollywood,Bajrangi Bhaijaan,9.4
Haareya,Arijit Singh,Bollywood Romantic,Meri Pyaari Bindu,9.6
Patthar Ke Sanam,Mohammed Rafi,Bollywood Sad,Patthar Ke Sanam,8.8
The Medley,"Lata Mangeshkar, Pamela Chopra, Sonu Nigam, Udit Narayan",Bollywood Dance,Mujhse Dosti Karoge!,9.0
Raghupati Raghav,"Bob, Monali Thakur, Neeraj Shridhar",Bollywood Dance,Krrish 3,9.1
The Padman Song,Mika Singh,Bollywood Dance,Padman,9.3
Go Pagal,"Nindy Kaur, Raftaar",Bollywood Dance,Jolly LLB 2,8.6
Sadi Gali,Lehmber Hussainpuri,Bollywood Dance,Tanu Weds Manu,9.0
